GameID,Date,Season,HomeTeam,AwayTeam,HomeTeamWins,HomeTeamLosses,AwayTeamWins,AwayTeamLosses,HomeTeamPointsPerGame,HomeTeamPointsAllowedPerGame,AwayTeamPointsPerGame,AwayTeamPointsAllowedPerGame,HomeTeamInjuries,AwayTeamInjuries,OverUnderLine,HomeScore,AwayScore,TotalPoints,OverUnderResult
0042000406,2021-07-20,2020-21,MIL,PHX,4,6,5,5,119.9,114.74000000000001,106.5,104.8,0,0,223.0,105,98,203,0
0042000405,2021-07-17,2020-21,PHX,MIL,5,5,4,6,106.5,104.8,119.9,114.74000000000001,0,0,223.0,119,123,242,1
0042000404,2021-07-14,2020-21,MIL,PHX,4,6,5,5,119.9,114.74000000000001,106.5,104.8,0,0,223.0,109,103,212,0
0042000403,2021-07-11,2020-21,MIL,PHX,4,6,5,5,119.9,114.74000000000001,106.5,104.8,0,0,223.0,120,100,220,0
0042000402,2021-07-08,2020-21,PHX,MIL,5,5,4,6,106.5,104.8,119.9,114.74000000000001,0,0,223.0,118,108,226,1
0042000401,2021-07-06,2020-21,PHX,MIL,5,5,4,6,106.5,104.8,119.9,114.74000000000001,0,0,223.0,118,105,223,0
0042000306,2021-07-03,2020-21,ATL,MIL,6,4,4,6,117.1,113.55999999999999,119.9,114.74000000000001,0,0,232.6,107,118,225,0
0042000305,2021-07-01,2020-21,MIL,ATL,4,6,6,4,119.9,114.74000000000001,117.1,113.55999999999999,0,0,232.6,123,112,235,1
0042000316,2021-06-30,2020-21,LAC,PHX,5,5,5,5,106.6,110.3,106.5,104.8,0,0,214.1,103,130,233,1
0042000304,2021-06-29,2020-21,ATL,MIL,6,4,4,6,117.1,113.55999999999999,119.9,114.74000000000001,0,0,232.6,110,88,198,0
0042000315,2021-06-28,2020-21,PHX,LAC,5,5,5,5,106.5,104.8,106.6,110.3,0,0,214.1,102,116,218,1
0042000303,2021-06-27,2020-21,ATL,MIL,6,4,4,6,117.1,113.55999999999999,119.9,114.74000000000001,0,0,232.6,102,113,215,0
0042000314,2021-06-26,2020-21,LAC,PHX,5,5,5,5,106.6,110.3,106.5,104.8,0,0,214.1,80,84,164,0
0042000302,2021-06-25,2020-21,MIL,ATL,4,6,6,4,119.9,114.74000000000001,117.1,113.55999999999999,0,0,232.6,125,91,216,0
0042000313,2021-06-24,2020-21,LAC,PHX,5,5,5,5,106.6,110.3,106.5,104.8,0,0,214.1,106,92,198,0
0042000301,2021-06-23,2020-21,MIL,ATL,4,6,6,4,119.9,114.74000000000001,117.1,113.55999999999999,0,0,232.6,113,116,229,0
0042000312,2021-06-22,2020-21,PHX,LAC,5,5,5,5,106.5,104.8,106.6,110.3,0,0,214.1,104,103,207,0
0042000207,2021-06-20,2020-21,PHI,ATL,9,1,6,4,113.9,105.4,117.1,113.55999999999999,0,0,225.0,96,103,199,0
0042000311,2021-06-20,2020-21,PHX,LAC,5,5,5,5,106.5,104.8,106.6,110.3,0,0,214.1,120,114,234,1
0042000217,2021-06-19,2020-21,BKN,MIL,6,4,4,6,118.8,109.3,119.9,114.74000000000001,0,0,231.4,111,115,226,0
0042000226,2021-06-18,2020-21,LAC,UTA,5,5,7,3,106.6,110.3,112.3,107.2,0,0,218.2,131,119,250,1
0042000206,2021-06-18,2020-21,ATL,PHI,6,4,9,1,117.1,113.55999999999999,113.9,105.4,0,0,225.0,99,104,203,0
0042000216,2021-06-17,2020-21,MIL,BKN,4,6,6,4,119.9,114.74000000000001,118.8,109.3,0,0,231.4,104,89,193,0
0042000225,2021-06-16,2020-21,UTA,LAC,7,3,5,5,112.3,107.2,106.6,110.3,0,0,218.2,111,119,230,1
0042000205,2021-06-16,2020-21,PHI,ATL,9,1,6,4,113.9,105.4,117.1,113.55999999999999,0,0,225.0,106,109,215,0
0042000215,2021-06-15,2020-21,BKN,MIL,6,4,4,6,118.8,109.3,119.9,114.74000000000001,0,0,231.4,114,108,222,0
0042000204,2021-06-14,2020-21,ATL,PHI,6,4,9,1,117.1,113.55999999999999,113.9,105.4,0,0,225.0,103,100,203,0
0042000224,2021-06-14,2020-21,LAC,UTA,5,5,7,3,106.6,110.3,112.3,107.2,0,0,218.2,118,104,222,1
0042000214,2021-06-13,2020-21,MIL,BKN,4,6,6,4,119.9,114.74000000000001,118.8,109.3,0,0,231.4,107,96,203,0
0042000234,2021-06-13,2020-21,DEN,PHX,5,5,5,5,117.9,111.0,106.5,104.8,0,0,220.1,118,125,243,1
0042000223,2021-06-12,2020-21,LAC,UTA,5,5,7,3,106.6,110.3,112.3,107.2,0,0,218.2,132,106,238,1
0042000203,2021-06-11,2020-21,ATL,PHI,6,4,9,1,117.1,113.55999999999999,113.9,105.4,0,0,225.0,111,127,238,1
0042000233,2021-06-11,2020-21,DEN,PHX,5,5,5,5,117.9,111.0,106.5,104.8,0,0,220.1,102,116,218,0
0042000222,2021-06-10,2020-21,UTA,LAC,7,3,5,5,112.3,107.2,106.6,110.3,0,0,218.2,117,111,228,1
0042000213,2021-06-10,2020-21,MIL,BKN,4,6,6,4,119.9,114.74000000000001,118.8,109.3,0,0,231.4,86,83,169,0
0042000232,2021-06-09,2020-21,PHX,DEN,5,5,5,5,106.5,104.8,117.9,111.0,0,0,220.1,123,98,221,1
0042000221,2021-06-08,2020-21,UTA,LAC,7,3,5,5,112.3,107.2,106.6,110.3,0,0,218.2,112,109,221,1
0042000202,2021-06-08,2020-21,PHI,ATL,9,1,6,4,113.9,105.4,117.1,113.55999999999999,0,0,225.0,118,102,220,0
0042000231,2021-06-07,2020-21,PHX,DEN,5,5,5,5,106.5,104.8,117.9,111.0,0,0,220.1,122,105,227,1
0042000212,2021-06-07,2020-21,BKN,MIL,6,4,4,6,118.8,109.3,119.9,114.74000000000001,0,0,231.4,125,86,211,0
0042000177,2021-06-06,2020-21,LAC,DAL,5,5,5,5,106.6,110.3,112.1,107.39999999999999,0,0,218.2,126,111,237,1
0042000201,2021-06-06,2020-21,PHI,ATL,9,1,6,4,113.9,105.4,117.1,113.55999999999999,0,0,225.0,124,128,252,1
0042000211,2021-06-05,2020-21,BKN,MIL,6,4,4,6,118.8,109.3,119.9,114.74000000000001,0,0,231.4,115,107,222,0
0042000176,2021-06-04,2020-21,DAL,LAC,5,5,5,5,112.1,107.39999999999999,106.6,110.3,0,0,218.2,97,104,201,0
0042000166,2021-06-03,2020-21,POR,DEN,4,6,5,5,111.7,119.4,117.9,111.0,0,0,230.0,115,126,241,1
0042000156,2021-06-03,2020-21,LAL,PHX,8,2,5,5,115.5,105.4,106.5,104.8,0,0,216.1,100,113,213,0
0042000145,2021-06-02,2020-21,UTA,MEM,7,3,5,5,112.3,107.2,113.0,111.74,0,0,222.1,126,110,236,1
0042000105,2021-06-02,2020-21,PHI,WAS,9,1,3,7,113.9,105.4,112.9,115.4,0,0,223.8,129,112,241,1
0042000135,2021-06-02,2020-21,NYK,ATL,6,4,6,4,101.0,98.7,117.1,113.55999999999999,0,0,215.2,89,103,192,0
0042000175,2021-06-02,2020-21,LAC,DAL,5,5,5,5,106.6,110.3,112.1,107.39999999999999,0,0,218.2,100,105,205,0
0042000165,2021-06-01,2020-21,DEN,POR,5,5,4,6,117.9,111.0,111.7,119.4,0,0,230.0,147,140,287,1
0042000115,2021-06-01,2020-21,BKN,BOS,6,4,5,5,118.8,109.3,109.5,112.1,0,0,224.8,123,109,232,1
0042000155,2021-06-01,2020-21,PHX,LAL,5,5,8,2,106.5,104.8,115.5,105.4,0,0,216.1,115,85,200,0
0042000144,2021-05-31,2020-21,MEM,UTA,5,5,7,3,113.0,111.74,112.3,107.2,0,0,222.1,113,120,233,1
0042000104,2021-05-31,2020-21,WAS,PHI,3,7,9,1,112.9,115.4,113.9,105.4,0,0,223.8,122,114,236,1
0042000134,2021-05-30,2020-21,ATL,NYK,6,4,6,4,117.1,113.55999999999999,101.0,98.7,0,0,215.2,113,96,209,0
0042000154,2021-05-30,2020-21,LAL,PHX,8,2,5,5,115.5,105.4,106.5,104.8,0,0,216.1,92,100,192,0
0042000174,2021-05-30,2020-21,DAL,LAC,5,5,5,5,112.1,107.39999999999999,106.6,110.3,0,0,218.2,81,106,187,0
0042000114,2021-05-30,2020-21,BOS,BKN,5,5,6,4,109.5,112.1,118.8,109.3,0,0,224.8,126,141,267,1
0042000164,2021-05-29,2020-21,POR,DEN,4,6,5,5,111.7,119.4,117.9,111.0,0,0,230.0,115,95,210,0
0042000143,2021-05-29,2020-21,MEM,UTA,5,5,7,3,113.0,111.74,112.3,107.2,0,0,222.1,111,121,232,1
0042000103,2021-05-29,2020-21,WAS,PHI,3,7,9,1,112.9,115.4,113.9,105.4,0,0,223.8,103,132,235,1
0042000124,2021-05-29,2020-21,MIA,MIL,5,5,4,6,107.7,109.60000000000001,119.9,114.74000000000001,0,0,226.0,103,120,223,0
0042000173,2021-05-28,2020-21,DAL,LAC,5,5,5,5,112.1,107.39999999999999,106.6,110.3,0,0,218.2,108,118,226,1
0042000113,2021-05-28,2020-21,BOS,BKN,5,5,6,4,109.5,112.1,118.8,109.3,0,0,224.8,125,119,244,1
0042000133,2021-05-28,2020-21,ATL,NYK,6,4,6,4,117.1,113.55999999999999,101.0,98.7,0,0,215.2,105,94,199,0
0042000123,2021-05-27,2020-21,MIA,MIL,5,5,4,6,107.7,109.60000000000001,119.9,114.74000000000001,0,0,226.0,84,113,197,0
0042000153,2021-05-27,2020-21,LAL,PHX,8,2,5,5,115.5,105.4,106.5,104.8,0,0,216.1,109,95,204,0
0042000163,2021-05-27,2020-21,POR,DEN,4,6,5,5,111.7,119.4,117.9,111.0,0,0,230.0,115,120,235,1
0042000132,2021-05-26,2020-21,NYK,ATL,6,4,6,4,101.0,98.7,117.1,113.55999999999999,0,0,215.2,101,92,193,0
0042000142,2021-05-26,2020-21,UTA,MEM,7,3,5,5,112.3,107.2,113.0,111.74,0,0,222.1,141,129,270,1
0042000102,2021-05-26,2020-21,PHI,WAS,9,1,3,7,113.9,105.4,112.9,115.4,0,0,223.8,120,95,215,0
0042000172,2021-05-25,2020-21,LAC,DAL,5,5,5,5,106.6,110.3,112.1,107.39999999999999,0,0,218.2,121,127,248,1
0042000152,2021-05-25,2020-21,PHX,LAL,5,5,8,2,106.5,104.8,115.5,105.4,0,0,216.1,102,109,211,0
0042000112,2021-05-25,2020-21,BKN,BOS,6,4,5,5,118.8,109.3,109.5,112.1,0,0,224.8,130,108,238,1
0042000162,2021-05-24,2020-21,DEN,POR,5,5,4,6,117.9,111.0,111.7,119.4,0,0,230.0,128,109,237,1
0042000122,2021-05-24,2020-21,MIL,MIA,4,6,5,5,119.9,114.74000000000001,107.7,109.60000000000001,0,0,226.0,132,98,230,1
0042000131,2021-05-23,2020-21,NYK,ATL,6,4,6,4,101.0,98.7,117.1,113.55999999999999,0,0,215.2,105,107,212,0
0042000151,2021-05-23,2020-21,PHX,LAL,5,5,8,2,106.5,104.8,115.5,105.4,0,0,216.1,99,90,189,0
0042000101,2021-05-23,2020-21,PHI,WAS,9,1,3,7,113.9,105.4,112.9,115.4,0,0,223.8,125,118,243,1
0042000141,2021-05-23,2020-21,UTA,MEM,7,3,5,5,112.3,107.2,113.0,111.74,0,0,222.1,109,112,221,0
0042000161,2021-05-22,2020-21,DEN,POR,5,5,4,6,117.9,111.0,111.7,119.4,0,0,230.0,109,123,232,1
